Date,Nifty500_PE,Nifty500_PB,Earning_Yields_%,3M_Yield_India,2Y_Yield_India,10Y_Yield_India,India_Yield_Spread,10Y-3M_Yield_India,10Y-2Y_Yield_India,3M_Yield_US,2Y_Yield_US,10Y_Yield_US,10Y-3M_Yield_US,10Y-2Y_Yield_US,pct_change
2003-10-01,15.95,2.26,6.39,4.52,4.59,5.16,-1.23,0.64,0.57,0.95,1.45,3.93,2.99,2.48,2.085222796113105
2004-10-25,14.16,2.53,6.81,5.2,5.63,6.71,-0.09,1.51,1.08,1.81,2.47,3.98,2.17,1.5,1.5730657082796502
2008-05-23,18.31,4.6,4.76,7.45,7.9,8.08,3.32,0.63,0.18,1.86,2.45,3.85,1.99,1.4,0.09093836303515923
2014-04-30,19.06,2.65,5.32,8.89,8.55,8.82,3.5,-0.07,0.27,0.03,0.42,2.65,2.62,2.23,0.7035285835243976
2012-05-02,17.91,2.52,5.56,8.4,7.85,8.63,3.07,0.23,0.78,0.08,0.27,1.93,1.85,1.66,0.8590607244743844
2006-12-05,20.03,4.3,4.65,6.61,7.06,7.38,2.73,0.77,0.32,4.97,4.52,4.45,-0.53,-0.07,0.1511013281823217
1999-11-03,20.14,2.26,4.84,9.75,10.45,11.5,6.66,1.75,1.06,5.06,5.76,6.0,0.94,0.23,0.4326689101734402
2013-06-14,17.63,2.49,5.7,7.44,7.37,7.31,1.6,-0.13,-0.07,0.05,0.27,2.13,2.08,1.86,1.0476695500392181
2014-05-23,21.07,2.96,4.9,8.57,8.32,8.63,3.73,0.06,0.31,0.03,0.35,2.53,2.5,2.19,0.6126881230322521
2007-02-07,19.02,4.54,4.92,7.45,7.59,7.75,2.83,0.3,0.16,5.14,4.87,4.75,-0.39,-0.13,0.1363402209375537
2012-03-13,18.76,2.61,5.21,9.0,8.14,8.32,3.1,-0.69,0.18,0.09,0.35,2.13,2.04,1.78,0.6518708093523098
2013-02-22,17.85,2.55,5.47,8.04,7.74,7.79,2.32,-0.25,0.05,0.13,0.25,1.96,1.84,1.71,1.040655155999827
1999-03-31,15.11,1.81,6.05,9.4,11.11,11.99,5.94,2.59,0.88,4.49,4.99,5.24,0.76,0.25,1.041081437520607
2010-12-20,21.58,3.3,4.21,7.1,7.48,7.96,3.75,0.86,0.48,0.11,0.61,3.34,3.23,2.74,0.44126606576531446
2012-08-07,17.3,2.48,5.74,8.25,7.96,8.14,2.41,-0.11,0.19,0.11,0.27,1.63,1.52,1.36,0.9964100186631484
2003-07-16,15.02,1.9,7.86,4.87,5.12,5.71,-2.15,0.84,0.59,0.91,1.44,3.92,3.01,2.48,3.530894177324484
2009-09-24,20.62,3.17,4.45,3.45,5.97,7.09,2.64,3.64,1.12,0.1,0.94,3.38,3.28,2.44,0.5538493899873789
2006-08-02,16.72,3.51,5.6,6.43,7.1,8.29,2.69,1.86,1.19,5.09,4.95,4.97,-0.12,0.01,0.7425078103907126
2003-03-13,13.13,1.55,7.35,5.8,5.98,6.37,-0.98,0.57,0.4,1.09,1.6,3.75,2.66,2.15,6.356172968456237
2000-09-15,24.88,2.59,4.64,10.55,10.71,11.57,6.92,1.02,0.86,6.14,6.1,5.84,-0.3,-0.26,0.927651091554432
2001-04-02,15.8,1.7,5.87,8.45,9.02,10.37,4.5,1.92,1.35,4.26,4.23,4.97,0.71,0.74,2.4620740941049215
2006-04-03,20.91,4.55,4.84,6.09,6.75,7.56,2.72,1.47,0.81,4.6,4.85,4.87,0.27,0.01,0.48771056790289524
2002-10-14,12.21,1.56,6.93,5.77,5.93,7.08,0.15,1.31,1.15,1.59,1.81,3.79,2.2,1.98,4.181374283490199
2006-10-30,18.98,4.07,4.88,6.65,7.06,7.62,2.73,0.97,0.56,5.07,4.76,4.68,-0.4,-0.09,0.2704550173286697
2000-03-07,35.35,3.63,3.67,9.25,10.09,10.82,7.14,1.57,0.72,5.81,6.47,6.37,0.56,-0.09,0.15618873349888895
1999-05-07,14.41,1.77,6.1,9.25,10.85,11.86,5.77,2.61,1.01,4.51,5.19,5.54,1.03,0.36,1.0078686745353411
2007-08-14,18.12,4.45,5.06,6.6,7.81,7.99,2.93,1.39,0.18,4.57,4.36,4.72,0.15,0.37,0.10379961211723887
2010-07-12,20.0,3.42,4.43,5.4,6.39,7.61,3.18,2.21,1.23,0.15,0.65,3.07,2.91,2.41,0.528370617024605
1999-08-02,17.08,2.14,5.09,9.1,10.49,11.62,6.52,2.52,1.13,4.78,5.65,5.92,1.15,0.27,0.379929121899083
1999-02-02,12.9,1.52,8.09,9.25,11.2,12.22,4.13,2.97,1.02,4.51,4.7,4.8,0.29,0.1,1.0346927391614242
2009-04-16,14.82,2.31,6.29,3.8,4.97,6.43,0.14,2.63,1.47,0.14,0.91,2.84,2.7,1.93,0.7926674120050887
1999-11-18,20.79,2.34,4.7,9.4,10.45,11.42,6.72,2.02,0.96,5.21,5.89,6.06,0.85,0.17,0.46630895681356876
2003-09-08,15.97,2.26,6.4,4.6,4.78,5.29,-1.12,0.69,0.51,0.97,1.77,4.43,3.46,2.66,1.9012928022361986
2014-08-26,21.24,2.96,4.84,8.61,8.46,8.55,3.71,-0.06,0.09,0.03,0.5,2.39,2.36,1.89,0.51128633393643
2011-10-14,16.95,2.57,5.39,8.55,8.47,8.78,3.39,0.23,0.31,0.02,0.27,2.25,2.23,1.98,0.7961351357958295
2011-10-03,16.23,2.46,5.71,8.45,8.41,8.53,2.82,0.08,0.13,0.01,0.24,1.75,1.74,1.51,0.8792401106784178
2004-07-14,14.49,2.38,7.89,4.37,5.02,5.87,-2.02,1.5,0.85,1.19,2.54,4.49,3.29,1.95,1.2151944024807189
1999-03-05,14.47,1.73,7.14,8.7,10.85,12.06,4.92,3.36,1.21,4.62,5.13,5.32,0.71,0.19,1.1470273091928127
1999-10-06,21.54,2.41,4.6,10.3,10.7,11.64,7.04,1.34,0.94,4.81,5.81,6.07,1.26,0.26,0.33739022197635027
2006-10-13,20.01,3.98,4.68,6.58,7.12,7.62,2.94,1.04,0.5,5.04,4.87,4.8,-0.24,-0.07,0.3446931384384484
2007-08-20,17.44,4.28,5.25,6.5,7.84,8.0,2.75,1.5,0.16,2.46,4.09,4.63,2.17,0.54,0.13392235685165987
1999-01-06,12.69,1.5,8.26,9.2,11.28,12.22,3.96,3.02,0.94,4.44,4.59,4.71,0.27,0.12,0.9594310374374875
2001-03-29,16.74,1.8,5.58,8.75,9.22,10.49,4.91,1.74,1.28,4.34,4.3,5.0,0.65,0.69,2.2818106365319544
2012-04-02,18.45,2.56,5.32,8.95,7.96,8.57,3.24,-0.38,0.6,0.08,0.33,2.18,2.1,1.86,0.7547063186522092
2004-03-24,16.26,2.67,5.06,4.25,4.51,5.17,0.11,0.92,0.66,0.94,1.4,3.71,2.78,2.31,0.4974534946722051
2010-06-25,19.51,3.33,4.53,5.35,6.29,7.65,3.12,2.3,1.36,0.13,0.65,3.11,2.98,2.46,0.5636244946573976
2004-04-13,18.29,3.0,5.14,4.3,4.56,5.08,-0.06,0.78,0.52,0.92,2.0,4.35,3.43,2.36,0.45389752151020946
1999-12-24,24.6,2.83,4.21,8.9,10.31,11.27,7.06,2.37,0.96,5.46,6.26,6.42,0.96,0.16,0.2508906456757032
2004-06-23,13.73,2.26,8.61,4.49,5.07,5.8,-2.81,1.31,0.72,1.28,2.72,4.7,3.42,1.98,1.2188679245283018
2001-12-18,15.12,1.72,6.38,6.66,6.98,8.07,1.7,1.41,1.1,1.72,3.1,5.13,3.41,2.03,3.2649381508141726
2001-07-06,14.74,1.62,6.6,7.15,7.73,9.41,2.81,2.26,1.68,3.63,4.12,5.34,1.71,1.22,3.5649457887556544
2007-05-09,17.47,4.39,5.17,7.43,8.0,8.08,2.92,0.65,0.08,4.85,4.73,4.67,-0.18,-0.06,0.22739851715922033
2009-09-30,21.02,3.24,4.37,3.3,5.82,7.2,2.83,3.9,1.38,0.13,0.95,3.31,3.18,2.36,0.5132628409794473
2001-08-21,14.73,1.62,6.54,6.93,7.22,9.19,2.64,2.26,1.97,3.39,3.76,4.87,1.48,1.11,2.6264213804591874
2000-11-21,21.73,2.26,5.35,9.8,10.28,11.3,5.94,1.5,1.02,6.33,5.87,5.66,-0.66,-0.2,1.4164120228901607
2008-09-17,14.79,3.07,5.81,8.65,8.47,8.17,2.36,-0.48,-0.3,0.04,1.65,3.42,3.38,1.77,0.4508362259387819
2002-06-13,13.82,1.73,5.98,6.36,6.87,7.65,1.67,1.29,0.78,1.73,2.99,4.9,3.17,1.91,3.189307458143075
2008-09-12,15.74,3.27,5.51,8.55,8.64,8.34,2.83,-0.21,-0.3,1.47,2.21,3.72,2.25,1.51,0.370955327274342
2014-07-10,21.47,2.96,4.88,8.56,8.2,8.76,3.88,0.2,0.56,0.02,0.46,2.53,2.51,2.07,0.5298843608726986
2009-10-23,20.71,3.23,4.51,3.23,5.99,7.45,2.94,4.22,1.46,0.06,1.01,3.49,3.43,2.48,0.5475607527864061
2005-07-25,18.81,3.46,6.84,5.48,6.07,7.17,0.33,1.69,1.1,3.36,3.95,4.25,0.89,0.3,1.0270716733647278
2008-03-07,18.25,4.54,4.91,7.33,7.55,7.58,2.67,0.25,0.04,1.27,1.53,3.54,2.27,2.01,0.2349267049075845
2004-11-17,15.34,2.74,6.33,5.6,6.17,7.16,0.83,1.56,0.99,2.11,2.82,4.13,2.02,1.31,1.5187666301455627
1999-07-23,17.66,2.21,4.89,9.3,10.69,11.73,6.84,2.43,1.04,4.62,5.56,5.84,1.23,0.28,0.41954511753674395
2003-10-22,16.34,2.32,6.08,4.65,4.7,5.08,-1.0,0.43,0.38,0.95,1.77,4.25,3.3,2.48,1.9581890470693857
2003-04-16,12.95,1.51,7.64,5.08,5.34,5.87,-1.77,0.79,0.53,1.17,1.67,3.94,2.77,2.27,5.279359682674601
2002-09-09,12.15,1.55,6.73,5.75,5.93,7.18,0.45,1.43,1.26,1.69,2.13,4.06,2.37,1.93,4.117789794786466
2005-08-26,17.9,3.43,6.85,5.15,6.03,7.08,0.23,1.93,1.05,3.51,4.07,4.19,0.69,0.12,1.0871401976227983
2002-07-30,11.93,1.52,7.0,5.85,6.26,7.32,0.32,1.47,1.06,1.73,2.44,4.59,2.86,2.14,4.037317124885151
2000-10-05,22.32,2.32,5.12,10.2,10.57,11.64,6.52,1.44,1.07,6.23,6.0,5.86,-0.37,-0.15,1.2177768166089966
2002-04-23,14.14,1.71,5.54,6.0,6.23,7.31,1.76,1.31,1.08,1.75,3.34,5.16,3.42,1.82,3.277373672352752
2013-11-12,17.19,2.34,5.78,8.9,8.66,9.05,3.27,0.15,0.39,0.08,0.33,2.77,2.69,2.44,1.1003590412627902
2003-12-26,17.37,2.84,4.94,4.2,4.41,5.11,0.17,0.91,0.7,0.87,1.81,4.15,3.28,2.34,0.4004410732783108
2013-03-05,17.48,2.51,5.57,8.14,7.78,7.87,2.29,-0.28,0.09,0.1,0.24,1.9,1.8,1.66,1.0796100462656972
2004-05-28,14.76,2.43,7.7,4.37,4.66,5.24,-2.46,0.87,0.58,1.06,2.46,4.59,3.53,2.14,0.7971049073411278
2001-05-28,17.53,1.9,6.1,7.8,8.73,9.81,3.71,2.01,1.09,3.69,4.29,5.5,1.81,1.22,2.5334608030592736
2008-03-14,18.06,4.36,4.84,7.33,7.54,7.62,2.79,0.29,0.08,1.11,1.49,3.47,2.36,1.98,0.23509492975585777
2013-01-09,18.71,2.66,5.29,8.06,7.9,7.89,2.6,-0.17,-0.01,0.06,0.24,1.86,1.8,1.62,0.8932772673000051
2009-12-16,20.06,3.19,4.45,3.7,5.81,7.68,3.22,3.98,1.87,0.04,0.84,3.6,3.56,2.76,0.5177028223972422
2014-05-07,18.86,2.63,5.39,8.82,8.59,8.8,3.41,-0.02,0.2,0.03,0.4,2.59,2.56,2.19,0.7530791060320856
2014-05-06,19.0,2.65,5.34,8.82,8.55,8.77,3.44,-0.05,0.23,0.03,0.43,2.6,2.57,2.17,0.7138874665756385
2008-08-13,16.57,3.58,5.24,9.15,9.24,9.06,3.83,-0.09,-0.18,1.85,2.48,3.94,2.09,1.46,0.23765016356489
1999-07-09,16.48,2.06,5.29,9.2,10.83,11.81,6.52,2.61,0.97,4.67,5.58,5.83,1.17,0.25,0.802765579743997
2008-01-17,24.59,5.91,3.93,7.1,7.51,7.55,3.62,0.45,0.04,2.98,2.41,3.63,0.65,1.22,-0.12699106024868223
2010-09-23,22.65,3.44,3.97,6.2,6.99,7.92,3.95,1.72,0.94,0.16,0.42,2.55,2.39,2.13,0.45748280197483426
2004-01-28,17.52,2.87,4.87,4.33,4.62,5.13,0.26,0.8,0.51,0.91,1.68,4.19,3.29,2.52,0.38657215726541017
2010-08-20,21.42,3.31,4.3,6.25,6.98,7.97,3.67,1.72,0.99,0.15,0.5,2.62,2.46,2.12,0.4656068084371052
2014-03-26,18.94,2.57,5.38,8.88,8.51,8.78,3.4,-0.1,0.27,0.05,0.45,2.7,2.65,2.26,0.785275773750171
2003-03-31,12.89,1.5,7.49,5.75,5.76,6.13,-1.36,0.38,0.36,1.13,1.5,3.8,2.68,2.3,5.253083339274257
2010-07-22,20.19,3.46,4.4,5.7,6.49,7.68,3.28,1.98,1.19,0.15,0.56,2.93,2.78,2.37,0.5321895045985008
2009-07-15,18.2,2.92,5.11,3.25,5.0,7.02,1.91,3.77,2.02,0.18,1.02,3.61,3.43,2.59,0.6251709986320111
2005-12-08,17.76,3.57,6.14,5.68,6.14,7.1,0.95,1.42,0.96,3.92,4.37,4.47,0.55,0.1,1.1655748862137902
2007-01-02,20.01,4.31,4.66,7.11,7.27,7.54,2.88,0.43,0.26,4.99,4.8,4.68,-0.31,-0.12,0.25507808973548807
2000-05-17,21.98,2.25,5.03,8.2,9.4,10.53,5.5,2.33,1.13,6.04,6.93,5.98,-0.06,-0.95,0.9614297145905575
2007-08-22,17.1,4.05,5.32,6.8,7.85,7.91,2.59,1.11,0.06,3.56,4.19,4.65,1.09,0.46,0.1701054827866002
2002-05-22,13.43,1.63,6.02,6.7,7.08,8.04,2.01,1.34,0.95,1.74,3.19,5.12,3.38,1.93,3.2988061321394655
2002-04-11,14.69,1.73,5.53,6.07,6.19,7.26,1.73,1.19,1.06,1.72,3.43,5.21,3.49,1.78,3.177239739739739
2000-09-11,25.87,2.7,4.52,10.72,10.56,11.48,6.97,0.76,0.93,6.1,6.13,5.77,-0.33,-0.35,0.8167196558818026
1999-11-19,20.85,2.34,4.71,9.4,10.49,11.43,6.72,2.03,0.93,5.22,5.91,6.07,0.85,0.16,0.45978819545331584
2011-04-13,20.81,3.32,4.46,7.2,7.62,8.01,3.55,0.81,0.39,0.06,0.73,3.46,3.4,2.73,0.27934679209385904
2011-04-08,20.43,3.26,4.51,7.15,7.6,7.96,3.45,0.81,0.36,0.04,0.81,3.58,3.54,2.77,0.33856334720888026
2012-07-10,17.69,2.52,5.64,8.25,7.92,8.15,2.51,-0.11,0.22,0.09,0.27,1.5,1.41,1.23,0.9459606213702254
2008-10-07,13.25,2.54,6.45,8.2,8.27,8.09,1.64,-0.11,-0.18,0.7,1.47,3.51,2.81,2.04,0.5099609444981903
2004-07-28,15.25,2.51,7.51,4.37,5.13,6.1,-1.41,1.73,0.97,1.35,2.73,4.59,3.24,1.86,1.6399969722201195
2002-05-16,14.11,1.71,5.67,6.8,6.91,7.87,2.2,1.07,0.97,1.76,3.27,5.17,3.41,1.9,2.9296693360888657
2002-06-05,14.2,1.72,5.96,6.4,6.9,7.69,1.73,1.29,0.8,1.75,3.15,5.05,3.3,1.9,3.023681307986765
2013-11-22,17.81,2.34,5.65,8.97,8.53,9.09,3.45,0.12,0.56,0.08,0.28,2.75,2.68,2.47,1.0606158728102844
1999-07-02,15.63,1.95,5.54,9.1,10.93,11.87,6.33,2.77,0.94,4.67,5.58,5.84,1.17,0.26,0.8702026735661925
2012-02-17,18.96,2.62,5.13,8.95,8.01,8.18,3.05,-0.77,0.17,0.08,0.29,2.0,1.92,1.71,0.5730111802086519
2007-09-13,19.01,4.5,4.88,7.0,7.63,7.9,3.02,0.9,0.26,3.92,4.03,4.47,0.55,0.44,0.08942515205022561
1999-03-30,14.68,1.76,7.13,9.3,11.12,12.0,4.87,2.7,0.88,4.47,4.98,5.19,0.72,0.22,1.0294696815373126
2013-09-02,15.81,2.24,6.25,11.19,9.21,8.46,2.21,-2.73,-0.75,0.03,0.4,2.79,2.76,2.39,1.1633787851956794
2007-08-13,18.12,4.44,5.05,6.5,7.76,7.98,2.93,1.48,0.22,4.53,4.43,4.77,0.24,0.34,0.09239323478783579
2011-09-14,16.81,2.55,5.52,8.4,8.23,8.34,2.82,-0.06,0.11,0.01,0.19,1.99,1.99,1.8,0.7714208142562722
2007-03-05,16.08,3.83,5.81,7.12,7.78,7.98,2.17,0.86,0.2,5.07,4.51,4.5,-0.58,-0.02,0.21794546714674512
2003-07-04,15.97,1.92,8.06,5.02,5.17,5.71,-2.36,0.69,0.54,0.87,1.3,3.66,2.79,2.35,3.6404797271276887
2007-08-29,17.97,4.26,5.07,7.0,7.79,7.95,2.88,0.95,0.17,3.86,4.18,4.56,0.71,0.39,0.12251596265497211
2013-12-03,18.52,2.41,5.42,8.68,8.3,9.06,3.64,0.38,0.76,0.06,0.29,2.78,2.71,2.49,0.9111115744698599
2004-10-19,14.58,2.61,6.62,5.12,5.73,6.78,0.16,1.66,1.05,1.8,2.52,4.04,2.24,1.52,1.3754815766077249
2012-11-30,18.16,2.57,5.38,8.18,8.04,8.17,2.79,-0.01,0.13,0.08,0.25,1.61,1.53,1.36,0.8394738249291482
2008-12-24,11.57,2.02,7.82,5.1,5.57,5.6,-2.22,0.5,0.03,0.02,0.91,2.19,2.17,1.27,1.0945856059598245
1999-06-09,15.27,1.91,5.69,8.75,10.85,11.72,6.04,2.97,0.87,4.59,5.62,5.89,1.3,0.27,0.912000100830592
2001-01-15,19.66,2.12,4.8,9.25,9.85,10.62,5.82,1.37,0.77,5.35,4.92,5.25,-0.09,0.33,1.4460622462787551
2001-01-24,20.97,2.26,4.52,9.3,9.57,10.42,5.9,1.12,0.85,5.28,4.86,5.3,0.02,0.45,1.3829517185358173
1999-04-22,13.58,1.63,6.63,8.6,10.91,11.93,5.3,3.33,1.03,4.36,5.03,5.25,0.89,0.22,1.268058657576114
2003-07-25,14.9,1.89,7.95,4.72,5.01,5.63,-2.32,0.91,0.62,0.93,1.53,4.18,3.25,2.65,3.2923060180650774
2008-11-10,12.49,2.21,7.26,7.15,7.33,7.71,0.45,0.56,0.38,0.22,1.27,3.76,3.54,2.49,0.7716254460440506
2001-11-15,14.19,1.58,6.66,6.7,6.91,8.64,1.97,1.94,1.72,1.88,2.98,4.78,2.9,1.8,3.2991114761442546
2002-12-02,13.75,1.62,6.91,5.11,5.52,6.41,-0.49,1.3,0.89,1.24,2.07,4.23,2.99,2.16,4.7106096595407765
2003-11-17,14.63,2.39,5.74,4.43,4.66,5.18,-0.56,0.75,0.52,0.94,1.81,4.2,3.26,2.39,1.5106956108382188
2005-06-13,17.58,3.25,7.19,5.25,5.93,6.89,-0.31,1.64,0.96,2.99,3.69,4.09,1.11,0.4,1.365094314237279
1999-04-09,13.84,1.66,6.56,8.75,10.89,11.95,5.39,3.2,1.06,4.36,4.87,5.06,0.69,0.18,1.07001598801619
2002-07-26,12.22,1.56,6.91,5.87,6.28,7.3,0.39,1.43,1.02,1.69,2.23,4.39,2.69,2.16,3.931041623524539
2007-04-30,17.6,4.38,5.13,7.4,8.11,8.17,3.04,0.77,0.06,4.84,4.6,4.63,-0.21,0.03,0.2652925335148413
2007-09-18,19.07,4.36,4.86,7.05,7.6,7.89,3.02,0.84,0.29,3.99,3.97,4.47,0.48,0.5,0.07518091140230787
2004-11-25,15.58,2.79,6.29,5.25,6.04,7.22,0.93,1.97,1.18,2.17,2.97,4.2,2.04,1.24,1.498747951896621
2014-10-13,21.05,2.91,4.89,8.47,8.32,8.41,3.53,-0.06,0.09,0.01,0.44,2.31,2.3,1.86,0.4241152950066116
2011-11-15,17.26,2.49,5.45,8.82,8.61,8.96,3.51,0.14,0.36,0.02,0.24,2.05,2.03,1.81,0.8565406122168153
2010-02-10,18.43,3.08,4.91,4.05,5.2,7.78,2.87,3.73,2.58,0.11,0.88,3.69,3.58,2.81,0.6658700394636861
2007-06-06,18.22,4.46,5.02,6.95,7.92,8.14,3.12,1.19,0.22,4.78,4.95,4.97,0.19,0.02,0.21683272903759954
2003-11-03,14.4,2.36,5.67,4.6,4.76,5.09,-0.58,0.49,0.33,0.93,1.93,4.34,3.41,2.41,1.8964435146443512
2000-01-11,26.36,3.01,3.91,8.75,10.29,11.27,7.36,2.52,0.98,5.42,6.43,6.66,1.24,0.23,0.2772675086107923
2001-08-01,14.68,1.62,6.66,7.17,7.46,9.36,2.7,2.19,1.89,3.53,3.82,5.07,1.54,1.25,2.7728977354680517
2010-06-09,18.75,3.18,4.77,5.3,5.95,7.48,2.71,2.18,1.53,0.1,0.73,3.18,3.08,2.45,0.7242569511025887
2011-05-17,18.7,3.08,4.96,8.1,8.17,8.28,3.32,0.18,0.11,0.04,0.52,3.11,3.07,2.59,0.4155415780434264
2010-12-21,21.77,3.33,4.18,7.15,7.49,7.93,3.75,0.78,0.44,0.14,0.61,3.3,3.16,2.69,0.428621659634318
2006-10-12,19.81,3.94,4.75,6.58,7.13,7.62,2.86,1.04,0.49,5.0,4.84,4.78,-0.23,-0.06,0.3733265184989778
1999-11-15,20.8,2.34,4.71,9.5,10.45,11.43,6.72,1.93,0.98,5.25,5.77,5.92,0.67,0.15,0.42770455958757103
2009-03-23,12.77,1.99,7.16,4.9,5.62,6.63,-0.53,1.73,1.01,0.21,0.9,2.65,2.45,1.76,1.1870166550850687
2008-05-28,18.22,4.35,4.78,7.45,7.93,8.05,3.27,0.6,0.12,1.9,2.61,4.0,2.1,1.39,0.10098960290617565
2005-05-24,17.09,3.19,7.15,5.2,6.04,6.92,-0.24,1.72,0.88,2.91,3.6,4.04,1.13,0.43,1.3845490697739091
2009-03-17,12.04,1.88,7.64,4.75,5.65,6.74,-0.9,1.99,1.09,0.24,1.03,3.01,2.78,1.98,1.3054347567785936
1999-06-22,15.72,1.97,5.45,9.15,10.86,11.76,6.31,2.61,0.9,4.73,5.63,5.93,1.19,0.3,0.8890629973312438
2008-04-21,19.11,4.62,4.56,7.43,7.93,8.17,3.61,0.74,0.24,1.32,2.17,3.73,2.41,1.56,0.13655710714067948
2002-11-15,12.18,1.56,6.64,5.53,5.74,6.62,-0.02,1.09,0.88,1.23,1.87,4.03,2.8,2.16,4.432426689332767
2002-12-13,13.94,1.64,6.79,5.45,5.64,6.36,-0.43,0.91,0.72,1.21,1.85,4.07,2.86,2.22,5.030385841629253
2000-09-05,25.43,2.65,4.61,10.5,10.69,11.5,6.89,1.0,0.81,6.23,6.11,5.69,-0.55,-0.42,0.8092408613395448
2004-03-15,16.86,2.77,4.86,4.25,4.54,5.2,0.35,0.95,0.67,0.95,1.53,3.77,2.82,2.23,0.5326995403259509
2007-06-27,18.67,4.46,4.92,7.3,7.88,8.24,3.32,0.94,0.35,4.76,4.9,5.09,0.33,0.18,0.15959336064771446
2014-03-03,17.81,2.42,5.71,9.12,8.76,8.9,3.19,-0.22,0.14,0.05,0.31,2.61,2.56,2.3,0.9003280526545272
2006-07-31,16.54,3.47,5.67,6.37,7.05,8.24,2.57,1.87,1.19,5.05,4.97,4.99,-0.06,0.02,0.7254882831554503
2006-03-31,21.81,4.44,4.94,6.1,6.79,7.55,2.61,1.45,0.76,4.59,4.82,4.85,0.26,0.03,0.5212946896421393
2010-03-10,19.11,3.22,4.59,4.35,6.16,7.97,3.38,3.62,1.81,0.15,0.91,3.72,3.57,2.81,0.5621209271709999
2014-10-29,21.46,2.98,4.78,8.44,8.19,8.31,3.53,-0.13,0.13,0.02,0.49,2.32,2.3,1.83,0.38510842448666294
2010-12-14,21.65,3.32,4.22,7.1,7.49,8.09,3.88,0.99,0.6,0.15,0.65,3.47,3.33,2.82,0.41356471468973544
2005-06-20,17.61,3.26,7.24,5.3,6.05,6.94,-0.3,1.64,0.89,2.97,3.72,4.12,1.15,0.4,1.304514812129025
2002-03-28,14.82,1.7,5.52,6.09,6.29,7.43,1.9,1.34,1.14,1.81,3.72,5.41,3.6,1.68,3.4158607350096712
1999-06-18,15.21,1.9,5.63,9.05,10.87,11.77,6.13,2.72,0.89,4.66,5.56,5.83,1.17,0.27,0.9671073439180213
2003-07-01,15.7,1.88,8.12,5.0,5.15,5.73,-2.39,0.73,0.58,0.9,1.33,3.55,2.65,2.22,3.7227069351230426
2000-11-17,21.56,2.25,5.35,9.75,10.27,11.27,5.92,1.52,1.0,6.34,5.9,5.71,-0.63,-0.19,1.531500252002016
2005-07-06,17.97,3.31,6.96,5.45,6.11,7.12,0.16,1.67,1.01,3.16,3.77,4.07,0.91,0.3,1.2025988758830506
2009-09-18,20.64,3.37,4.46,3.45,6.01,7.1,2.64,3.65,1.09,0.09,1.0,3.47,3.38,2.47,0.5327359248501329
2010-07-21,20.12,3.44,4.41,5.7,6.47,7.68,3.26,1.98,1.2,0.16,0.56,2.88,2.73,2.32,0.5434915484035874
2009-08-03,19.42,3.25,4.74,3.25,5.26,7.01,2.26,3.76,1.74,0.19,1.18,3.63,3.44,2.45,0.5460275118991578
2006-02-21,19.56,3.94,5.55,6.65,6.96,7.34,1.8,0.69,0.38,4.53,4.71,4.57,0.04,-0.14,0.8448858107721366
2006-10-03,19.56,4.0,4.8,6.54,6.88,7.61,2.81,1.07,0.73,4.86,4.67,4.62,-0.24,-0.05,0.4716750418760469
1999-06-10,15.31,1.91,5.69,8.75,10.85,11.72,6.03,2.97,0.87,4.66,5.64,5.93,1.27,0.29,0.904920463398085
2012-05-08,17.12,2.42,5.83,8.45,8.01,8.53,2.7,0.08,0.52,0.1,0.26,1.84,1.75,1.58,0.9374334698375724
2005-11-29,17.51,3.52,6.17,5.72,6.11,7.08,0.91,1.36,0.96,3.92,4.4,4.48,0.56,0.08,1.1218760698390957
2006-06-12,15.41,3.47,6.36,6.1,6.89,7.8,1.45,1.7,0.92,4.87,5.02,4.98,0.11,-0.04,1.0093041370953784
2009-12-31,20.78,3.27,4.32,3.65,5.7,7.67,3.36,4.02,1.98,0.06,1.14,3.84,3.78,2.69,0.5177057587027325
2005-11-25,17.24,3.47,6.24,5.73,6.15,7.09,0.85,1.36,0.95,3.94,4.32,4.44,0.5,0.11,1.1261137914547747
2013-04-01,17.17,2.47,5.71,7.96,7.74,7.95,2.23,-0.01,0.21,0.08,0.24,1.84,1.76,1.59,1.1818008778215692
2014-02-28,17.93,2.44,5.66,9.14,8.64,8.86,3.2,-0.28,0.22,0.05,0.33,2.66,2.61,2.33,0.8721105268584388
2000-08-21,23.99,2.47,4.85,11.25,10.89,11.5,6.65,0.25,0.6,6.26,6.27,5.79,-0.47,-0.49,0.9161637165897447
1999-03-16,14.65,1.75,7.14,10.25,10.94,12.01,4.87,1.76,1.07,4.54,4.97,5.11,0.57,0.14,1.1789912316420987
2006-09-14,18.69,3.81,5.02,6.43,7.08,7.81,2.79,1.38,0.73,4.89,4.84,4.79,-0.1,-0.05,0.5633474393298212
2004-02-12,17.57,2.88,4.84,4.38,4.71,5.28,0.43,0.9,0.57,0.92,1.71,4.05,3.13,2.34,0.5098402407964806
2010-10-22,23.45,3.44,4.0,6.7,7.13,8.14,4.14,1.44,1.01,0.13,0.36,2.56,2.43,2.2,0.3870125729770659
2003-09-22,14.49,2.05,6.96,4.61,4.75,5.32,-1.65,0.71,0.57,0.96,1.7,4.22,3.26,2.52,2.420314983383904
2007-01-25,19.87,4.45,4.68,7.3,7.6,7.88,3.2,0.58,0.28,5.12,4.98,4.88,-0.24,-0.1,0.09051171465205732
